										
										
2018-06-19 08:33:59	katarina	hello	I am an avatar of an NYUAD student who can answer any questions you may have about the university	1.8421052631578947	{'hello': 1218.0}						
2018-06-19 08:34:14	katarina	send me about admissions	My favorite place on campus is the West Library Terrace	10.3	{'send': 67.66666666666667}	NYUAD looks at your entire application: grades, test scores, extracurricular work, evaluations, recommendations, and all information shared as part of the application	6.7727272727272725	{'admiss': 20.3, 'admission': 20.3, 'admissions': 15.615384615384615}	Candidate Weekend will be held in AbuDhabi, some of the events will take place on campus while others will be off campus	4.181818181818182	{'send': 67.66666666666667}
2018-06-19 08:34:22	katarina	admissions	NYUAD looks at your entire application: grades, test scores, extracurricular work, evaluations, recommendations, and all information shared as part of the application	6.7727272727272725	{'admiss': 20.3, 'admission': 20.3, 'admissions': 15.615384615384615}	Yes. We encourage you to take the most challenging curriculum available, because when we evaluate your record, we consider the rigor of the program you've completed. It is also essential to complete the highest available terminating grade (e.g., the full 13 years of the British curriculum) of secondary school	3.7755102040816326	{'admiss': 20.3, 'admission': 20.3, 'admissions': 15.615384615384615}	Yes. Citizens of all nations are welcome to apply, and admission is 'need blind.' Students are chosen based on their academic potential and qualifications, according to the same standards - including non-discrimination standards - that govern admission to NYU's campus in New York. Economic background and nationality do not influence our admission decision	2.830188679245283	{'admiss': 50.75, 'admission': 50.75, 'admissions': 15.615384615384615}
2018-06-19 08:34:33	katarina	why did you come to abu dhabi	Thanks	200.0	{'you': 8.12, 'to': 4.872}	yes	183.0	{'come': 6.50243350311262}	Very much	103.5	{'you': 8.12, 'to': 4.872}
2018-06-19 08:34:50	katarina	what's your major	Thanks	200.0	{'your': 38.0625}	yes	182.0	{'major': 129.1818181818182}	Awww thanks	99.5	{'your': 38.0625}
2018-06-19 08:34:56	katarina	what's your major	Thanks	200.0	{'your': 38.0625}	yes	182.0	{'major': 129.1818181818182}	Awww thanks	99.5	{'your': 38.0625}
2018-06-19 08:35:05	katarina	how many majors are there	Thanks	200.0	{'are': 15.225000000000001}	yes	182.0	{'major': 92.27272727272727}	Awww thanks	99.5	{'are': 15.225000000000001}
										
2018-06-19 08:37:20	katarina	hello	I am an avatar of an NYUAD student who can answer any questions you may have about the university	1.8421052631578947	{'hello': 248472.0}						
2018-06-19 08:37:31	katarina	how many majors are there	Thanks	200.0	{'are': 53.8584375}	yes	182.0	{'major': 1795.1239669421484}	Awww thanks	99.5	{'are': 53.8584375}
2018-06-19 08:37:39	katarina	majors	yes	182.0	{'major': 1795.1239669421484}	Graduating requirements differ from major to major so it depends on your situation	14.461538461538462	{'major': 2513.173553719008}	I am double majoring in Social Research and Public Policy (SRPP) and Film	13.23076923076923	{'major': 1436.0991735537189}
										
2018-06-19 08:39:16	katarina	how many meters	I'm not sure	67.66666666666667	{'how': 46.846153846153854}	I loved it	55.0	{'how': 46.846153846153854}	I wouldn't change a thing	40.4	{'how': 46.846153846153854}
2018-06-19 08:39:26	katarina	how many majors does nyu offer	yes	183.0	{'doe': 37.59259259259259, 'does': 7.518518518518518}	yes	182.0	{'major': 92.27272727272727}	I'm not sure	67.66666666666667	{'how': 46.846153846153854}
2018-06-19 08:39:35	katarina	you look great	Thanks	200.0	{'you': 8.12}	Very much	103.5	{'you': 8.12}	Awww thanks	99.5	{'you': 8.12}
										
2018-06-19 08:41:22	katarina	hello	I am an avatar of an NYUAD student who can answer any questions you may have about the university	1.8421052631578947	{'hello': 1218.0}						
2018-06-19 08:41:34	katarina	what is abu dhabi	Nope, can you	68.66666666666667	{'is': 7.807692307692308}	Sorry, not really	68.33333333333333	{'is': 7.807692307692308}	I'm not sure	67.66666666666667	{'what': 8.013157894736842}
										
2018-06-19 08:42:47	katarina	hello	I am an avatar of an NYUAD student who can answer any questions you may have about the university	1.8421052631578947	{'hello': 1218.0}						
